id,name,nationality,sex,dob,height,weight,sport,gold,silver,bronze
423872774,Karim Laghouag,FRA,male,8/4/1975,1.77,70,equestrian,1,0,0
630306564,Karl Schulze,GER,male,3/5/1988,1.9,100,rowing,1,0,0
821953802,Kasper Sondergaard,DEN,male,6/9/1981,1.95,95,handball,1,0,0
669429758,Kate Richardson-Walsh,GBR,female,5/9/1980,1.61,66,hockey,1,0,0
845437093,Katelin Snyder,USA,female,8/16/1987,1.63,49,rowing,1,0,0
437866225,Katie Archibald,GBR,female,3/12/1994,1.78,70,cycling,1,0,0
204954873,Kayla Harrison,USA,female,7/2/1990,1.73,74,judo,1,0,0
596257734,Kelsi Worrell,USA,female,7/15/1994,1.81,74,aquatics,1,0,0
216203916,Kemar Bailey-Cole,JAM,male,1/10/1992,1.93,84,athletics,1,0,0
891867859,Kerron Clement,USA,male,10/31/1985,1.88,86,athletics,1,0,0
419463510,Kerry Simmonds,USA,female,4/3/1989,1.83,81,rowing,1,0,0
905417640,Kevin Cordes,USA,male,8/13/1993,2.21,88,aquatics,1,0,0
887138863,Kevin Durant,USA,male,9/29/1988,2.05,104,basketball,1,0,0
78313591,Kevin Staut,FRA,male,11/15/1980,1.82,70,equestrian,1,0,0
182346893,Khasan Khalmurzaev,RUS,male,10/9/1993,1.82,81,judo,1,0,0
966322568,Kianoush Rostami,IRI,male,7/23/1991,1.77,84,weightlifting,1,0,0
654132840,Kiley Neushul,USA,female,3/5/1993,1.73,65,aquatics,1,0,0
20980045,Kimberley Brennan,AUS,female,8/9/1985,1.88,74,rowing,1,0,0
234124358,Kira Walkenhorst,GER,female,11/18/1990,1.85,75,volleyball,1,0,0
51995447,Kitione Taliga,FIJ,male,4/21/1993,1.86,87,rugby sevens,1,0,0
748463150,Klay Thompson,USA,male,2/8/1990,2,97,basketball,1,0,0
497335334,Koji Yamamuro,JPN,male,1/17/1989,1.59,58,gymnastics,1,0,0
791417527,Kristin Armstrong,USA,female,8/11/1973,1.73,58,cycling,1,0,0
540029142,Krisztina Fazekas-Zur,HUN,female,8/1/1980,1.72,64,canoe,1,0,0
341835179,Kyle Clemons,USA,male,12/27/1990,1.81,72,athletics,1,0,0
334173080,Kyle Frederick Snyder,USA,male,11/20/1995,1.81,102,wrestling,1,0,0
57806527,Kyle Lowry,USA,male,3/25/1986,1.83,93,basketball,1,0,0
212656744,Kyrie Irving,USA,male,3/23/1992,1.9,87,basketball,1,0,0
202060603,Ladislav Skantar,SVK,male,2/11/1983,1.89,80,canoe,1,0,0
592699944,Lasha Talakhadze,GEO,male,10/2/1993,1.97,157,weightlifting,1,0,0
384124391,Lasse Svan,DEN,male,8/31/1983,1.85,85,handball,1,0,0
247206821,Laura Benkarth,GER,female,10/14/1992,1.73,68,football,1,0,0
363628190,Laura Ludwig,GER,female,1/13/1986,1.81,70,volleyball,1,0,0
192919301,Laura Unsworth,GBR,female,3/8/1988,1.52,55,hockey,1,0,0
169582119,Lauren Schmetterling,USA,female,8/3/1988,1.81,77,rowing,1,0,0
110156979,Lauritz Schoof,GER,male,10/7/1990,1.95,98,rowing,1,0,0
204521805,Lena Goessling,GER,female,3/8/1986,1.71,56,football,1,0,0
639962139,Leone Nakarawa,FIJ,male,4/2/1988,1.98,109,rugby sevens,1,0,0
503186709,Leonie Maier,GER,female,9/29/1992,1.63,62,football,1,0,0
157385962,Li Lin,CHN,female,7/5/1992,1.71,70,volleyball,1,0,0
39304647,Liliyana Natsir,INA,female,9/9/1985,1.69,62,badminton,1,0,0
877281953,Lily Owsley,GBR,female,12/10/1994,1.7,70,hockey,1,0,0
116706289,Lindsay Whalen,USA,female,5/9/1982,1.75,72,basketball,1,0,0
130489647,Lisa Schmidla,GER,female,6/5/1991,1.73,76,rowing,1,0,0
366057032,Long Chen,CHN,male,1/18/1989,1.88,81,badminton,1,0,0
779658344,Loredana Dinu,ROU,female,4/2/1984,1.68,60,fencing,1,0,0
276246857,Luan,BRA,male,3/27/1993,1.8,71,football,1,0,0
642783989,Luan Garcia,BRA,male,5/10/1993,1.83,79,football,1,0,0
543136851,Luca Masso,ARG,male,7/17/1994,1.86,82,hockey,1,0,0
199482882,Lucas Rey,ARG,male,10/11/1982,1.77,74,hockey,1,0,0
988887897,Lucas Rossi,ARG,male,6/2/1985,1.88,88,hockey,1,0,0
81328247,Lucas Saatkamp,BRA,male,3/6/1986,2.09,101,volleyball,1,0,0
505340328,Lucas Tramer,SUI,male,9/1/1989,1.83,75,rowing,1,0,0
612347154,Lucas Vila,ARG,male,8/23/1986,1.72,75,hockey,1,0,0
524518675,Luiz Felipe Marques Fonteles,BRA,male,6/19/1984,1.96,89,volleyball,1,0,0
921390591,Lukas Krpalek,CZE,male,11/15/1990,1.97,105,judo,1,0,0
365973319,Maaike Head,NED,female,9/11/1983,1.73,59,rowing,1,0,0
164336979,Mack Horton,AUS,male,4/25/1996,1.9,88,aquatics,1,0,0
287974720,Maddie Hinch,GBR,female,10/8/1988,1.68,62,hockey,1,0,0
473250088,Madeline Musselman,USA,female,6/16/1998,1.81,65,aquatics,1,0,0
877108411,Mads Christiansen,DEN,male,5/3/1986,1.97,93,handball,1,0,0
653799383,Mads Mensah Larsen,DEN,male,8/12/1991,1.88,106,handball,1,0,0
635407788,Magdalena Fularczyk-Kozlowska,POL,female,9/16/1986,1.73,70,rowing,1,0,0
151348032,Maggie Steffens,USA,female,6/3/1993,1.73,74,aquatics,1,0,0
472129595,Mahe Drysdale,NZL,male,11/19/1978,2,102,rowing,1,0,0
699569335,Maialen Chourraut,ESP,female,3/8/1983,1.61,55,canoe,1,0,0
338727227,Majlinda Kelmendi,KOS,female,5/9/1991,1.62,52,judo,1,0,0
565676183,Makenzie Fischer,USA,female,3/29/1997,1.86,74,aquatics,1,0,0
136508791,Mandy Islacker,GER,female,8/8/1988,1.64,55,football,1,0,0
653187190,Manuel Brunet,ARG,male,11/16/1985,1.79,79,hockey,1,0,0
336448292,Marc Lopez,ESP,male,7/31/1982,1.74,70,tennis,1,0,0
855460068,Marcus Walz,ESP,male,10/3/1994,1.84,82,canoe,1,0,0
592591211,Margarita Mamun,RUS,female,10/31/1995,1.7,50,gymnastics,1,0,0
975534750,Maria Tolkacheva,RUS,female,8/8/1997,1.76,53,gymnastics,1,0,0
441871483,Mariana Pajon,COL,female,10/10/1991,1.58,50,cycling,1,0,0
258800663,Mariia Shurochkina,RUS,female,6/30/1995,1.64,50,aquatics,1,0,0
95985131,Marina Sudakova,RUS,female,2/17/1989,1.65,66,handball,1,0,0
266700854,Mario Gyr,SUI,male,5/2/1985,1.87,76,rowing,1,0,0
625766463,Marit Bouwmeester,NED,female,6/17/1988,1.77,68,sailing,1,0,0
906005564,Marquinhos,BRA,male,5/14/1994,1.85,70,football,1,0,0
997372571,Martin Sinkovic,CRO,male,11/10/1989,1.88,95,rowing,1,0,0
984490167,Martine Grael,BRA,female,2/12/1991,1.68,62,sailing,1,0,0
143690875,Mashu Baker,JPN,male,9/25/1994,1.78,90,judo,1,0,0
301324995,Matej Toth,SVK,male,2/10/1983,1.85,73,athletics,1,0,0
484330084,Mathieu Lemoine,FRA,male,4/17/1984,1.76,70,equestrian,1,0,0
482423754,Matias Paredes,ARG,male,2/1/1982,1.76,74,hockey,1,0,0
478914190,Matias Rey,ARG,male,12/1/1984,1.78,72,hockey,1,0,0
472009304,Matt Gotrel,GBR,male,3/1/1989,1.95,95,rowing,1,0,0
984564500,Matt Langridge,GBR,male,5/20/1983,1.94,93,rowing,1,0,0
730877927,Matthew Centrowitz,USA,male,10/18/1989,1.76,65,athletics,1,0,0
756883817,Mauricio Borges Almeida Silva,BRA,male,2/4/1989,1.99,99,volleyball,1,0,0
646748093,Mauricio Luiz de Souza,BRA,male,9/29/1988,2.09,93,volleyball,1,0,0
907301904,Max Hoff,GER,male,9/12/1982,1.97,95,canoe,1,0,0
967402790,Maya Moore,USA,female,6/11/1989,1.83,79,basketball,1,0,0
110852352,Mayya Petrova,RUS,female,5/26/1982,1.78,71,handball,1,0,0
26643473,Meghan Musnicki,USA,female,2/5/1983,1.83,73,rowing,1,0,0
241238603,Melanie Behringer,GER,female,11/18/1985,1.72,71,football,1,0,0
234453586,Melanie Leupolz,GER,female,4/14/1994,1.73,52,football,1,0,0
694013113,Melanie Margalis,USA,female,12/30/1991,1.73,65,aquatics,1,0,0
92926686,Melissa Seidemann,USA,female,6/26/1990,1.83,104,aquatics,1,0,0
304831992,Mengxue Zhang,CHN,female,2/6/1991,1.62,70,shooting,1,0,0
969061469,Michael Damgaard Nielsen,DEN,male,3/18/1990,1.92,92,handball,1,0,0
970855976,Michelle Carter,USA,female,10/12/1985,1.76,136,athletics,1,0,0
659143143,Mijain Lopez Nunez,CUB,male,8/20/1982,1.98,130,wrestling,1,0,0
178113839,Mikkel Hansen,DEN,male,10/22/1987,1.96,98,handball,1,0,0
588122554,Milan Aleksic,SRB,male,5/13/1986,1.93,96,aquatics,1,0,0
543042822,Milos Cuk,SRB,male,12/21/1990,1.91,91,aquatics,1,0,0
875570651,Minxia Wu,CHN,female,11/10/1985,1.67,53,aquatics,1,0,0
719250032,Misaki Matsutomo,JPN,female,2/8/1992,1.6,50,badminton,1,0,0
460301568,Missy Franklin,USA,female,5/10/1995,1.88,77,aquatics,1,0,0
240018946,Misun Choi,KOR,female,7/1/1996,1.68,53,archery,1,0,0
109252911,Mohamed Sbihi,GBR,male,3/27/1988,2.02,110,rowing,1,0,0
490158961,Monica Puig,PUR,female,9/27/1993,1.68,64,tennis,1,0,0
177555215,Morolake Akinosun,USA,female,5/17/1994,1.63,60,athletics,1,0,0
981709933,Morten Olsen,DEN,male,10/11/1984,1.84,95,handball,1,0,0
799009112,Nafissatou Thiam,BEL,female,8/19/1994,1.87,72,athletics,1,0,0
91982471,Natalia Madaj,POL,female,1/25/1988,1.75,68,rowing,1,0,0
306128745,Natasha Hastings,USA,female,7/23/1986,1.73,68,athletics,1,0,0
780066644,Neymar,BRA,male,2/5/1992,1.74,68,football,1,0,0
978016075,Ni Yan,CHN,female,3/2/1987,1.92,74,volleyball,1,0,0
764396400,Nick Skelton,GBR,male,12/30/1957,1.75,76,equestrian,1,0,0
683971980,Nickel Ashmeade,JAM,male,4/7/1990,1.85,88,athletics,1,0,0
410663669,Nicola Adams,GBR,female,10/26/1982,1.64,,boxing,1,0,0
334459836,Nicola White,GBR,female,1/20/1988,1.72,65,hockey,1,0,0
951251683,Nicole Beck,AUS,female,5/28/1988,1.68,66,rugby sevens,1,0,0
702207367,Nijat Rahimov,KAZ,male,8/13/1993,1.76,76,weightlifting,1,0,0
548573991,Niklas Landin Jacobsen,DEN,male,12/19/1988,2.01,102,handball,1,0,0
680564901,Nikola Jaksic,SRB,male,1/17/1997,1.97,89,aquatics,1,0,0
464025430,Nino Schurter,SUI,male,5/13/1986,1.73,68,cycling,1,0,0
514784334,Olga Akopian,RUS,female,3/4/1985,1.76,63,handball,1,0,0
654242453,Olivia Smoliga,USA,female,10/12/1994,1.88,74,aquatics,1,0,0
671572172,Omar McLeod,JAM,male,4/25/1994,,,athletics,1,0,0
257208022,Oscar Albeiro Figueroa Mosquera,COL,male,4/27/1983,1.59,62,weightlifting,1,0,0
935041171,Osea Kolinisau,FIJ,male,11/17/1985,1.74,90,rugby sevens,1,0,0
745286605,Owain Doull,GBR,male,5/2/1993,1.81,73,cycling,1,0,0
780137117,Paul Bennett,GBR,male,12/16/1988,2.07,100,rowing,1,0,0
209482391,Paul George,USA,male,5/2/1990,2.03,99,basketball,1,0,0
300343611,Paula Pareto,ARG,female,1/16/1986,1.5,48,judo,1,0,0
750408155,Pedro Ibarra,ARG,male,9/11/1985,1.74,75,hockey,1,0,0
773795384,Penelope Leprevost,FRA,female,8/1/1980,1.75,55,equestrian,1,0,0
78269978,Pete Reed,GBR,male,7/27/1981,1.97,100,rowing,1,0,0
59945226,Peter Burling,NZL,male,1/1/1991,1.86,82,sailing,1,0,0
4878555,Peter Skantar,SVK,male,7/20/1982,1.82,78,canoe,1,0,0
966511165,Phelan Hill,GBR,male,7/21/1979,1.72,55,rowing,1,0,0
229176554,Philip Hindes,GBR,male,9/22/1992,1.78,82,cycling,1,0,0
417212497,Philipp Wende,GER,male,7/4/1985,1.99,90,rowing,1,0,0
274768032,Philippe Rozier,FRA,male,2/5/1963,1.73,63,equestrian,1,0,0
221313812,Phyllis Francis,USA,female,5/4/1992,1.81,71,athletics,1,0,0
381048812,Pierre Houin,FRA,male,4/15/1994,1.82,74,rowing,1,0,0
343525700,Polina Kuznetsova,RUS,female,6/10/1987,1.68,60,handball,1,0,0
889734754,Qian Ren,CHN,female,2/20/2001,1.62,49,aquatics,1,0,0
119828579,Qingquan Long,CHN,male,12/3/1990,1.5,56,weightlifting,1,0,0
207837009,Qiuyue Wei,CHN,female,9/26/1988,1.82,65,volleyball,1,0,0
305014449,Rachel Fattal,USA,female,12/10/1993,1.73,65,aquatics,1,0,0
937210805,Radik Isaev,AZE,male,9/26/1989,2,93,taekwondo,1,0,0
457575476,Rafael Alcantara,BRA,male,2/12/1993,1.74,65,football,1,0,0
845065634,Rafael Nadal,ESP,male,6/3/1986,1.85,79,tennis,1,0,0
361799297,Rafaela Silva,BRA,female,4/24/1992,1.69,57,judo,1,0,0
736324919,Renato Augusto,BRA,male,2/8/1988,1.86,86,football,1,0,0
400301052,Rene Toft Hansen,DEN,male,11/1/1984,2,105,handball,1,0,0
279428980,Ricardo Lucarelli,BRA,male,2/14/1992,1.95,79,volleyball,1,0,0
814315679,Rie Kaneto,JPN,female,9/8/1988,1.75,64,aquatics,1,0,0
162020781,Risako Kawai,JPN,female,11/21/1994,1.6,61,wrestling,1,0,0
578088761,Ro Dakuwaqa,FIJ,male,2/14/1994,1.9,105,rugby sevens,1,0,0
921399403,Robeisy Ramirez,CUB,male,12/20/1993,1.62,,boxing,1,0,0
938744484,Robson Conceicao,BRA,male,10/25/1988,1.75,,boxing,1,0,0
216037265,Rodrigo Caio,BRA,male,8/17/1993,1.82,70,football,1,0,0
699797697,Rodrigo Dourado,BRA,male,6/17/1994,1.86,80,football,1,0,0
42178820,Roger Yves Bost,FRA,male,10/21/1965,1.76,80,equestrian,1,0,0
324597845,Roman Vlasov,RUS,male,10/6/1990,1.75,75,wrestling,1,0,0
870380362,Rosannagh Maclennan,CAN,female,8/27/1988,1.58,54,gymnastics,1,0,0
854755696,Ruolin Chen,CHN,female,12/12/1992,1.6,49,aquatics,1,0,0
777015312,Ruoqi Hui,CHN,female,3/4/1991,1.92,78,volleyball,1,0,0
